,id,sex,race,age,marital_status,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_recid,is_violent_recid,c_custody_in_days,charge0,charge1,charge2,charge3,charge4,charge_count,r_custody_in_days,r_charge0,r_charge1,r_charge2,r_charge3,r_charge4,r_charge_count,h_prison,h_jail,rec_supervision_level,raw_v,score_v_txt,dec_v,raw_r,score_r_txt,dec_r,raw_a,score_a_txt,dec_a,c_(0),c_C03,c_CT,c_F1,c_F2,c_F3,c_F5,c_F6,c_F7,c_M1,c_M2,c_M3,c_M03,c_NI0,c_TC4,c_TCX,c_X,c_XXXXXXXXXX,r_(0),r_C03,r_CT,r_F1,r_F2,r_F3,r_F5,r_F6,r_F7,r_M1,r_M2,r_M3,r_M03,r_NI0,r_TC4,r_TCX,r_X,r_XXXXXXXXXX
10,1,1,2,20,4,0,0,1,0,0,0,33.0,445,427,262,204,292,4,0.0,354,349,255,184,120,0,1974.0,33.0,4,-0.83,0,9,0.82,0,10,17,1,2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,0,2,26,1,0,0,0,0,0,0,1.0,445,457,486,381,292,2,0.0,354,349,255,184,120,0,0.0,72.0,1,-2.42,1,3,-0.72,2,5,11,1,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1,1,2,21,4,0,0,0,1,1,1,1.0,301,341,178,381,292,3,1.0,34,349,255,184,120,1,0.0,1.0,1,-1.84,2,5,-0.79,1,3,21,1,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1,1,2,27,4,0,0,0,0,0,0,1.0,385,4,327,111,292,4,0.0,354,349,255,184,120,0,0.0,1.0,1,-2.12,1,4,-0.69,1,4,15,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1,1,0,23,4,0,0,0,3,1,0,4.0,79,627,486,381,292,1,0.0,100,349,255,184,120,1,0.0,4.0,2,-2.06,1,4,-0.3,2,6,23,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1,0,2,37,1,0,0,0,0,0,0,1.0,79,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,1.0,1,-3.14,1,1,-1.67,1,1,13,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1,1,2,22,4,0,0,0,0,0,0,0.0,79,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,0.0,1,-1.92,2,5,-0.98,1,3,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1,1,0,41,4,0,0,0,0,0,0,1.0,390,424,4,19,232,5,0.0,354,349,255,184,120,0,0.0,1.0,1,-2.85,1,2,-0.73,1,4,17,1,2,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1,0,2,47,4,0,0,0,1,1,0,14.0,289,627,486,381,292,1,169.0,148,349,255,184,120,1,0.0,14.0,1,-3.61,1,1,-1.82,1,1,22,2,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1,1,0,31,4,0,0,0,7,1,0,3.0,265,44,276,381,292,3,3.0,67,349,255,184,120,1,0.0,3.0,1,-2.82,1,2,-0.96,1,3,19,1,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1,1,3,37,5,0,0,0,0,0,0,0.0,79,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,0.0,1,-3.43,1,1,-2.0,1,1,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1,1,0,25,4,0,0,0,3,0,0,1.0,289,386,486,381,292,2,0.0,354,349,255,184,120,0,0.0,1.0,4,-0.84,0,9,0.89,0,10,18,1,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1,1,2,31,4,0,0,0,6,1,1,1.0,219,95,288,381,292,3,0.0,164,145,19,184,120,3,0.0,1.0,1,-2.22,1,4,-0.4,2,5,18,1,3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1,1,2,31,4,0,0,0,5,1,0,1.0,453,206,327,381,292,3,34.0,247,252,255,184,120,2,0.0,1.0,1,-2.7,1,2,-0.87,1,3,12,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,1,0,64,2,0,0,0,13,1,0,1.0,390,396,486,381,292,2,1.0,212,349,255,184,120,1,0.0,71.0,2,-2.3,1,3,-0.15,2,6,27,2,7,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1,1,0,21,4,0,0,0,1,1,0,3.0,87,562,486,381,292,2,1.0,262,349,255,184,120,1,0.0,0.0,4,-0.63,0,9,0.5,0,9,25,2,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,1,2,27,4,0,0,0,0,1,0,0.0,455,627,486,381,292,1,0.0,196,285,255,184,120,2,0.0,0.0,1,-2.55,1,3,-1.14,1,2,15,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,0,2,21,4,0,0,0,0,0,0,1.0,217,95,234,381,292,3,0.0,354,349,255,184,120,0,0.0,1.0,1,-1.88,2,5,-0.92,1,4,11,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,1,0,24,4,0,0,0,2,1,0,1.0,404,627,486,381,292,1,0.0,269,213,255,184,120,2,1504.0,2.0,2,-1.56,2,6,-1.0,-1,-1,21,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1,1,3,24,4,0,0,0,1,1,0,1.0,319,327,243,195,292,4,0.0,237,349,255,184,120,1,0.0,1.0,1,-1.8,2,5,-0.71,1,4,12,1,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,1,2,42,4,0,0,0,1,0,0,105.0,594,627,486,381,292,1,0.0,354,349,255,184,120,0,2954.0,105.0,1,-3.18,1,1,-0.8,1,3,19,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1,1,2,43,2,0,0,0,1,0,0,1.0,224,534,464,233,292,4,0.0,354,349,255,184,120,0,0.0,1.0,1,-2.92,1,2,-1.68,1,1,17,1,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,1,5,32,4,0,0,0,0,0,0,2.0,79,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,2.0,1,-2.2,1,4,-0.83,1,3,17,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,0,0,54,2,0,0,0,0,0,0,111.0,426,8,405,306,292,4,0.0,354,349,255,184,120,0,162.0,111.0,3,-1.89,2,5,0.39,0,9,29,0,9,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1,1,0,44,3,0,0,0,8,0,0,0.0,216,614,157,135,167,5,0.0,354,349,255,184,120,0,538.0,0.0,2,-2.21,1,4,-0.25,2,6,18,1,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,0,2,49,1,0,0,0,0,-1,0,0.0,653,627,486,381,292,0,0.0,354,349,255,184,120,0,0.0,0.0,1,-3.61,1,1,-1.99,1,1,17,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1,1,0,27,4,0,0,0,8,1,1,17.0,120,627,486,381,292,1,0.0,100,319,160,49,54,5,0.0,1.0,1,-2.55,1,3,-0.93,1,3,12,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1,0,2,36,4,0,0,0,3,0,0,1.0,177,157,214,381,292,3,0.0,354,349,255,184,120,0,0.0,1.0,1,-3.11,1,1,-1.23,1,3,23,2,6,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1,1,0,26,4,0,0,1,5,1,0,1.0,377,428,201,381,292,3,27.0,237,200,214,98,120,4,0.0,1.0,2,-1.27,2,7,0.07,2,7,15,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1,1,0,33,4,0,0,0,0,1,1,38.0,191,542,486,381,292,2,0.0,120,26,225,184,120,3,0.0,21.0,3,-1.67,2,6,0.82,0,10,26,2,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,1,0,32,4,0,0,0,4,1,0,1.0,64,427,181,381,292,3,2.0,125,222,205,125,86,5,0.0,2.0,3,-2.3,1,3,0.25,0,8,20,1,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1,1,0,63,4,0,0,0,0,0,0,2.0,79,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,2.0,1,-4.33,1,1,-2.74,1,1,15,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1,1,3,27,4,0,0,0,2,0,0,0.0,463,427,362,42,250,7,0.0,354,349,255,184,120,0,0.0,0.0,1,-2.54,1,3,-0.88,1,3,12,1,1,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1,1,2,55,4,0,0,0,0,0,0,2.0,23,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,2.0,1,-4.21,1,1,-2.56,1,1,11,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1,1,2,29,4,0,0,0,0,-1,0,0.0,653,627,486,381,292,0,0.0,354,349,255,184,120,0,0.0,0.0,3,-1.73,2,6,0.21,0,8,16,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1,1,0,32,4,0,0,0,15,0,0,92.0,266,627,486,381,292,1,0.0,354,349,255,184,120,0,221.0,92.0,4,-1.1,0,8,0.7,0,10,40,0,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1,1,0,38,4,0,0,2,5,0,0,166.0,109,65,90,234,292,4,0.0,354,349,255,184,120,0,297.0,9.0,1,-2.19,1,4,-0.81,1,3,17,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1,1,2,53,4,0,0,0,19,0,0,6.0,256,627,486,381,292,1,0.0,354,349,255,184,120,0,224.0,13.0,1,-2.59,1,2,-0.46,2,5,29,0,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1,1,5,49,4,0,0,0,7,1,0,4.0,13,205,381,297,67,8,0.0,237,190,255,184,120,2,0.0,7.0,1,-2.81,1,2,-0.82,1,3,20,1,3,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1,1,2,26,4,0,0,2,6,0,0,12.0,365,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,41.0,4,-1.18,0,8,0.1,0,8,16,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1,0,2,33,4,0,0,0,4,1,0,11.0,79,627,486,381,292,1,1.0,151,349,255,184,120,1,0.0,1.0,1,-2.67,1,2,-0.73,2,5,16,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1,1,2,24,3,0,0,0,1,1,0,1.0,79,627,486,381,292,1,3.0,212,216,189,126,86,19,0.0,1.0,1,-2.49,1,3,-1.23,1,2,15,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1,1,0,34,4,2,1,3,21,1,0,33.0,413,627,486,381,292,1,178.0,341,349,255,184,120,1,760.0,178.0,3,-1.55,2,6,0.32,0,9,25,2,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1,1,2,29,4,0,0,0,0,0,0,0.0,430,419,486,381,292,2,0.0,354,349,255,184,120,0,0.0,0.0,1,-2.62,1,2,-1.08,1,2,14,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1,0,0,21,4,0,0,0,2,0,0,80.0,112,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,3.0,4,-1.16,0,8,0.03,0,8,20,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1,1,0,51,4,0,0,0,2,0,0,1.0,623,627,486,381,292,1,0.0,354,349,255,184,120,0,0.0,1.0,1,-3.6,1,1,-1.77,1,1,15,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
